City,Date,PM2.5,PM10,NO2,CO,SO2,O3,AQI,AQI_Bucket
Ahmedabad,2020-03-24,31.89,98.52,25.2,2.96,44.87,47.99,135.0,Moderate
Ahmedabad,2020-03-25,33.25,91.38,33.45,4.28,61.4,38.86,195.0,Moderate
Ahmedabad,2020-03-26,43.67,91.12,26.61,7.11,34.72,39.74,216.0,Poor
Ahmedabad,2020-03-27,22.93,37.12,18.52,5.23,16.19,34.41,193.0,Moderate
Ahmedabad,2020-03-28,37.73,72.43,35.52,4.67,16.06,34.72,160.0,Moderate
Ahmedabad,2020-03-29,20.67,75.48,26.98,3.08,22.76,40.17,125.0,Moderate
Ahmedabad,2020-03-30,28.55,89.1,38.65,4.11,19.14,31.5,140.0,Moderate
Ahmedabad,2020-03-31,29.97,98.96,22.08,3.85,32.01,36.86,145.0,Moderate
Ahmedabad,2020-04-01,24.79,86.06,21.29,4.5,22.16,36.76,153.0,Moderate
Ahmedabad,2020-04-02,25.52,88.12,24.24,4.46,18.54,38.17,164.0,Moderate
Ahmedabad,2020-04-03,33.48,87.96,41.44,4.51,23.84,46.53,173.0,Moderate
Ahmedabad,2020-04-04,39.44,84.83,39.88,3.82,27.53,58.08,182.0,Moderate
Ahmedabad,2020-04-05,43.77,87.96,40.99,3.35,31.4,53.61,152.0,Moderate
Ahmedabad,2020-04-06,46.64,95.3,29.6,3.75,22.2,49.67,145.0,Moderate
Ahmedabad,2020-04-07,45.8,104.5,16.8,3.87,31.04,48.2,159.0,Moderate
Ahmedabad,2020-04-08,36.3,90.07,15.65,5.19,30.8,49.83,183.0,Moderate
Ahmedabad,2020-04-09,32.12,89.74,21.61,5.07,20.75,62.53,168.0,Moderate
Ahmedabad,2020-04-10,30.73,78.56,28.65,0.59,32.01,42.61,113.0,Moderate
Ahmedabad,2020-04-11,30.18,74.99,34.81,0.45,25.09,39.0,89.0,Satisfactory
Ahmedabad,2020-04-12,26.7,72.83,27.0,0.36,21.57,42.16,101.0,Moderate
Ahmedabad,2020-04-13,18.77,61.54,23.01,0.39,26.86,47.88,95.0,Satisfactory
Ahmedabad,2020-04-14,31.16,72.09,25.9,0.37,21.85,43.35,89.0,Satisfactory
Ahmedabad,2020-04-15,23.69,64.81,17.18,0.43,23.5,44.04,88.0,Satisfactory
Ahmedabad,2020-04-16,38.65,81.47,26.76,0.36,22.03,54.24,95.0,Satisfactory
Ahmedabad,2020-04-17,30.8,76.25,25.97,0.36,18.03,37.28,92.0,Satisfactory
Ahmedabad,2020-04-18,30.69,107.31,22.57,0.41,36.24,39.3,96.0,Satisfactory
Ahmedabad,2020-04-19,21.27,65.12,13.93,0.36,21.0,40.56,99.0,Satisfactory
Ahmedabad,2020-04-20,29.84,77.98,15.77,0.34,25.22,38.31,86.0,Satisfactory
Ahmedabad,2020-04-21,27.81,73.99,16.32,0.39,19.16,38.23,87.0,Satisfactory
Ahmedabad,2020-04-22,32.11,94.34,17.95,0.45,15.83,42.22,101.0,Moderate
Ahmedabad,2020-04-23,31.67,81.09,16.17,0.35,32.39,43.6,106.0,Moderate
Ahmedabad,2020-04-24,27.19,82.36,16.13,0.28,20.59,51.81,110.0,Moderate
Ahmedabad,2020-04-25,28.25,70.48,13.88,0.38,16.51,41.74,98.0,Satisfactory
Ahmedabad,2020-04-26,25.91,73.35,13.82,0.4,10.58,44.44,101.0,Moderate
Ahmedabad,2020-04-27,31.76,81.16,19.95,0.46,29.73,52.46,117.0,Moderate
Ahmedabad,2020-04-28,32.55,87.41,23.58,0.46,42.86,50.2,130.0,Moderate
Ahmedabad,2020-04-29,27.15,76.73,24.82,0.67,32.97,54.81,122.0,Moderate
Ahmedabad,2020-04-30,26.93,74.38,17.05,0.46,37.7,56.97,128.0,Moderate
Ahmedabad,2020-05-01,28.71,89.91,13.32,0.54,26.36,49.97,128.0,Moderate
Ahmedabad,2020-05-02,22.56,63.23,15.16,0.56,25.87,55.72,131.0,Moderate
Ahmedabad,2020-05-03,23.82,62.1,16.38,0.64,22.71,54.35,121.0,Moderate
Ahmedabad,2020-05-04,23.73,69.88,15.87,0.73,20.04,58.72,130.0,Moderate
Ahmedabad,2020-05-05,33.47,134.83,29.05,0.54,2.42,54.8,143.0,Moderate
Ahmedabad,2020-06-02,131.88,173.4,41.56,0.45,20.08,34.26,152.0,Moderate
Ahmedabad,2020-06-04,26.08,84.25,37.3,0.79,21.29,56.78,101.0,Moderate
Ahmedabad,2020-06-05,30.72,88.9,33.6,0.63,14.73,4.08,92.0,Satisfactory
Ahmedabad,2020-06-06,33.19,65.77,39.76,0.71,14.4,40.28,95.0,Satisfactory
Ahmedabad,2020-06-07,20.67,69.5,34.11,0.82,13.05,36.32,93.0,Satisfactory
Ahmedabad,2020-06-08,22.92,70.97,28.47,0.57,11.6,30.16,97.0,Satisfactory
Ahmedabad,2020-06-09,21.17,81.73,25.68,0.86,12.69,39.69,84.0,Satisfactory
Ahmedabad,2020-06-10,23.62,94.06,20.92,0.85,16.22,44.32,101.0,Moderate
Ahmedabad,2020-06-11,20.4,66.21,26.94,0.68,18.41,37.38,92.0,Satisfactory
Ahmedabad,2020-06-12,21.4,93.89,22.4,0.85,16.27,45.05,105.0,Moderate
Ahmedabad,2020-06-13,21.72,62.28,28.15,1.18,17.51,30.53,98.0,Satisfactory
Ahmedabad,2020-06-14,24.1,87.14,27.53,0.86,20.82,35.29,96.0,Satisfactory
Ahmedabad,2020-06-15,21.21,92.72,31.93,0.85,19.3,33.59,96.0,Satisfactory
Ahmedabad,2020-06-16,31.49,94.09,24.73,0.85,11.26,38.44,80.0,Satisfactory
Ahmedabad,2020-06-17,14.79,11.5,19.65,0.81,9.4,18.2,95.0,Satisfactory
Ahmedabad,2020-06-19,17.65,135.16,33.84,0.71,9.9,40.03,108.0,Moderate
Ahmedabad,2020-06-20,22.9,120.7,15.81,0.5,10.1,46.04,124.0,Moderate
Ahmedabad,2020-06-21,24.28,138.12,12.44,0.7,11.45,57.31,106.0,Moderate
Ahmedabad,2020-06-22,19.02,98.37,16.76,0.52,13.32,45.85,75.0,Satisfactory
Ahmedabad,2020-06-23,22.2,88.99,15.67,0.51,13.0,64.75,85.0,Satisfactory
Ahmedabad,2020-06-25,32.56,142.43,24.83,0.65,11.73,40.54,95.0,Satisfactory
Ahmedabad,2020-06-26,36.48,150.65,30.78,0.59,10.41,44.47,93.0,Satisfactory
Ahmedabad,2020-06-27,62.12,118.67,56.35,0.49,12.44,68.05,92.0,Satisfactory
Ahmedabad,2020-06-29,29.75,127.98,25.15,0.67,12.1,34.99,74.0,Satisfactory
Ahmedabad,2020-06-30,40.02,121.1,58.92,0.73,16.39,41.64,98.0,Satisfactory
Bengaluru,2015-11-07,31.44,70.46,15.85,1.22,1.94,17.98,60.0,Satisfactory
Bengaluru,2015-11-10,12.63,43.64,6.81,1.48,2.05,41.66,51.0,Satisfactory
Bengaluru,2015-11-13,28.22,153.3,21.5,2.09,2.69,34.32,61.0,Satisfactory
Bengaluru,2015-11-14,42.42,156.84,29.94,1.56,2.23,31.35,130.0,Moderate
Bengaluru,2015-11-15,42.23,59.94,18.86,1.64,2.16,34.8,99.0,Satisfactory
Bengaluru,2015-11-16,16.03,16.77,18.34,1.61,2.31,35.48,91.0,Satisfactory
Bengaluru,2015-11-19,21.99,39.86,16.44,1.73,2.95,9.98,103.0,Moderate
Bengaluru,2015-11-20,13.89,31.44,12.14,1.72,2.5,4.56,74.0,Satisfactory
Bengaluru,2015-11-23,19.66,36.84,16.37,1.35,2.83,4.09,75.0,Satisfactory
Bengaluru,2015-11-24,20.35,33.97,20.64,1.36,2.59,7.77,85.0,Satisfactory
Bengaluru,2015-11-25,34.39,36.29,28.8,2.48,3.76,14.63,141.0,Moderate
Bengaluru,2015-11-26,43.91,43.65,29.33,1.52,3.44,14.8,90.0,Satisfactory
Bengaluru,2015-11-27,44.14,112.78,26.64,2.18,4.3,25.57,126.0,Moderate
Bengaluru,2015-11-28,44.94,114.34,28.1,2.3,4.7,29.1,147.0,Moderate
Bengaluru,2015-11-29,29.35,75.79,21.21,1.55,4.55,29.03,87.0,Satisfactory
Bengaluru,2015-11-30,15.34,53.7,22.22,1.13,4.45,8.84,56.0,Satisfactory
Bengaluru,2015-12-01,14.18,55.71,25.86,1.63,5.14,9.89,88.0,Satisfactory
Bengaluru,2015-12-02,13.36,33.82,24.04,1.7,11.07,8.15,67.0,Satisfactory
Bengaluru,2015-12-03,19.86,72.72,33.56,1.47,8.32,9.51,74.0,Satisfactory
Bengaluru,2015-12-04,28.35,102.15,32.95,2.03,6.08,21.38,105.0,Moderate
Bengaluru,2015-12-05,25.04,89.26,33.02,1.72,5.43,26.44,103.0,Moderate
Bengaluru,2015-12-07,41.16,85.25,34.42,1.88,5.24,27.26,65.0,Satisfactory
Bengaluru,2015-12-08,46.33,82.86,44.41,1.81,5.81,19.1,102.0,Moderate
Bengaluru,2015-12-09,48.01,78.58,39.78,1.84,4.86,6.32,94.0,Satisfactory
Bengaluru,2015-12-10,35.48,58.04,35.58,1.92,5.27,3.36,86.0,Satisfactory
Bengaluru,2015-12-11,32.95,79.07,41.05,2.07,5.94,2.3,89.0,Satisfactory
Bengaluru,2015-12-12,50.19,73.43,57.62,1.78,5.34,2.33,99.0,Satisfactory
Bengaluru,2015-12-13,34.57,64.09,42.88,1.68,4.79,2.16,92.0,Satisfactory
Bengaluru,2015-12-14,52.06,56.71,27.66,1.33,4.38,1.87,85.0,Satisfactory
Bengaluru,2015-12-15,39.67,100.76,22.28,1.44,2.72,1.83,83.0,Satisfactory
Bengaluru,2015-12-16,50.47,56.41,37.1,1.93,3.65,6.68,92.0,Satisfactory
Bengaluru,2015-12-17,41.04,62.41,40.72,1.55,5.21,17.03,95.0,Satisfactory
Bengaluru,2015-12-18,56.62,85.88,57.36,2.67,6.99,17.28,103.0,Moderate
Bengaluru,2015-12-19,42.57,78.99,49.4,2.08,5.34,17.37,105.0,Moderate
Bengaluru,2015-12-20,60.44,65.74,43.97,1.44,5.29,20.05,97.0,Satisfactory
Bengaluru,2015-12-21,48.4,72.52,53.53,1.18,5.5,21.95,102.0,Moderate
Bengaluru,2015-12-22,49.54,84.48,65.66,1.32,5.61,20.0,104.0,Moderate
Bengaluru,2015-12-23,49.42,74.68,55.38,1.62,5.47,24.06,96.0,Satisfactory
Bengaluru,2015-12-24,61.58,81.49,56.16,1.29,5.38,36.04,114.0,Moderate
Bengaluru,2015-12-25,68.48,81.97,51.22,1.25,5.66,40.78,110.0,Moderate
Bengaluru,2015-12-26,57.15,63.84,42.79,1.2,5.44,41.39,109.0,Moderate
Bengaluru,2015-12-27,76.35,76.37,42.69,1.54,5.71,59.62,115.0,Moderate
Bengaluru,2015-12-28,85.66,83.91,56.3,1.77,6.01,59.5,149.0,Moderate
Bengaluru,2015-12-29,49.06,73.13,54.12,1.58,6.39,31.55,122.0,Moderate
Bengaluru,2015-12-30,48.16,74.0,59.75,0.85,6.94,31.0,91.0,Satisfactory
Bengaluru,2015-12-31,71.06,74.39,61.97,1.49,7.22,36.94,131.0,Moderate
Bengaluru,2016-01-01,56.4,95.08,51.73,0.69,7.44,55.96,101.0,Moderate
Bengaluru,2016-01-02,53.69,93.92,73.09,0.76,8.67,34.06,92.0,Satisfactory
Bengaluru,2016-01-03,62.35,99.34,77.77,0.96,9.1,47.62,108.0,Moderate
Bengaluru,2016-01-04,64.96,104.62,77.07,0.89,8.87,50.62,109.0,Moderate
Bengaluru,2016-01-05,70.15,105.12,79.43,0.85,9.41,36.94,114.0,Moderate
Bengaluru,2016-01-06,68.22,91.74,68.5,0.93,14.23,45.98,121.0,Moderate
Bengaluru,2016-01-07,68.74,74.3,53.25,0.79,23.65,23.19,116.0,Moderate
Bengaluru,2016-01-08,67.9,62.77,51.09,0.66,14.17,8.59,117.0,Moderate
Bengaluru,2016-01-09,79.8,74.11,64.04,0.79,14.65,10.66,143.0,Moderate
Bengaluru,2016-01-10,76.18,63.19,46.46,0.8,15.02,14.39,168.0,Moderate
Bengaluru,2016-01-11,61.48,53.24,39.43,0.78,11.53,19.51,122.0,Moderate
Bengaluru,2016-01-13,70.78,160.0,55.91,1.02,10.59,24.48,146.0,Moderate
Bengaluru,2016-01-14,75.01,172.02,70.58,0.84,13.99,22.94,152.0,Moderate
Bengaluru,2016-01-15,42.84,160.87,50.76,0.78,17.8,25.71,119.0,Moderate
Bengaluru,2016-01-16,77.23,235.32,83.2,1.02,15.22,22.72,130.0,Moderate
Bengaluru,2016-01-17,68.98,149.82,110.24,0.78,14.5,17.73,253.0,Poor
Bengaluru,2016-01-18,73.89,133.08,77.38,0.97,18.94,20.92,219.0,Poor
Bengaluru,2016-01-19,75.45,113.92,72.62,0.98,24.0,23.09,146.0,Moderate
Bengaluru,2016-01-20,78.07,122.54,45.06,0.97,24.02,17.64,170.0,Moderate
Bengaluru,2016-01-21,53.45,62.27,34.63,0.93,18.54,20.57,117.0,Moderate
Bengaluru,2016-01-22,63.58,150.78,41.69,1.15,13.94,22.0,113.0,Moderate
Bengaluru,2016-01-23,57.91,133.63,29.72,1.08,11.77,11.02,146.0,Moderate
Bengaluru,2016-01-24,41.36,92.58,35.97,0.99,5.66,15.4,102.0,Moderate
Bengaluru,2016-01-25,51.7,121.42,51.13,1.23,7.78,18.12,98.0,Satisfactory
Bengaluru,2016-01-26,54.34,108.47,45.69,1.04,8.68,26.95,104.0,Moderate
Bengaluru,2016-01-27,54.33,76.37,41.42,1.05,8.73,17.6,91.0,Satisfactory
Bengaluru,2016-01-28,84.84,50.03,36.42,1.16,2.96,17.21,118.0,Moderate
Bengaluru,2016-01-29,87.02,83.23,36.39,1.12,3.02,26.32,175.0,Moderate
Bengaluru,2016-01-30,71.42,130.22,37.09,1.21,4.28,23.31,149.0,Moderate
Bengaluru,2016-01-31,119.16,218.27,48.59,1.32,6.07,23.3,183.0,Moderate
Bengaluru,2016-02-01,84.45,158.01,55.88,1.85,6.34,17.17,184.0,Moderate
Bengaluru,2016-02-02,76.8,159.14,55.92,1.39,5.9,15.86,156.0,Moderate
Bengaluru,2016-02-03,75.57,193.59,62.78,1.9,5.54,25.77,153.0,Moderate
Bengaluru,2016-02-04,74.6,152.36,49.76,1.6,5.13,28.21,141.0,Moderate
Bengaluru,2016-02-05,72.11,121.86,49.34,1.37,4.07,31.13,139.0,Moderate
Bengaluru,2016-02-06,63.42,169.11,45.84,1.81,3.74,32.4,154.0,Moderate
Bengaluru,2016-02-07,82.78,351.51,84.52,3.28,2.76,37.66,199.0,Moderate
Bengaluru,2016-02-08,75.98,154.26,46.99,1.59,3.49,31.18,182.0,Moderate
Bengaluru,2016-02-09,85.33,223.57,59.41,2.19,9.71,35.63,175.0,Moderate
Bengaluru,2016-02-10,84.32,256.75,46.66,2.2,14.25,49.77,191.0,Moderate
Bengaluru,2016-02-11,91.95,190.47,45.44,2.06,23.66,58.94,203.0,Poor
Bengaluru,2016-02-12,83.66,164.48,49.77,1.7,5.25,67.3,154.0,Moderate
Bengaluru,2016-02-13,85.96,146.45,56.54,1.69,4.73,63.27,160.0,Moderate
Bengaluru,2016-02-14,62.08,113.87,43.41,1.46,3.14,57.1,136.0,Moderate
Bengaluru,2016-02-15,56.57,100.3,35.08,1.73,4.27,37.83,107.0,Moderate
Bengaluru,2016-02-16,42.58,108.68,23.5,1.51,3.45,31.32,88.0,Satisfactory
Bengaluru,2016-02-17,49.6,145.32,24.34,1.66,4.46,25.02,105.0,Moderate
Bengaluru,2016-02-18,54.56,138.17,19.86,1.51,4.12,29.33,111.0,Moderate
Bengaluru,2016-02-19,44.26,146.23,26.16,1.51,3.9,42.53,117.0,Moderate
Bengaluru,2016-02-20,53.12,116.89,30.94,1.47,3.2,36.37,113.0,Moderate
Bengaluru,2016-02-21,57.32,107.54,34.98,1.45,2.88,49.63,115.0,Moderate
Bengaluru,2016-02-22,90.07,127.67,32.23,1.57,3.26,38.32,145.0,Moderate
Bengaluru,2016-02-23,134.69,142.12,32.14,1.12,2.99,42.23,177.0,Moderate
Bengaluru,2016-02-24,110.05,100.07,38.67,0.94,4.85,59.43,198.0,Moderate
Bengaluru,2016-02-25,66.98,100.6,37.3,0.73,6.91,64.9,165.0,Moderate
Bengaluru,2016-02-26,51.96,102.39,28.51,0.94,5.29,37.26,124.0,Moderate
Bengaluru,2016-02-27,36.28,98.29,41.88,0.81,3.09,30.33,88.0,Satisfactory
Bengaluru,2016-02-28,35.63,115.9,47.36,0.79,3.52,29.08,88.0,Satisfactory
Bengaluru,2016-02-29,41.64,144.04,30.64,1.01,3.16,39.28,105.0,Moderate
Bengaluru,2016-03-01,39.21,154.64,42.55,0.84,3.5,37.68,118.0,Moderate
Bengaluru,2016-03-02,42.17,134.78,33.44,0.56,2.24,31.99,132.0,Moderate
Bengaluru,2016-03-03,54.91,148.57,31.09,0.58,1.91,49.42,121.0,Moderate
Bengaluru,2016-03-04,54.04,137.04,38.09,0.62,2.45,42.21,136.0,Moderate
Bengaluru,2016-03-05,55.72,132.73,31.96,1.68,2.36,38.54,153.0,Moderate
Bengaluru,2016-03-06,45.98,120.86,22.73,0.77,2.12,49.65,135.0,Moderate
Bengaluru,2016-03-07,43.69,120.32,24.23,0.58,2.05,45.07,111.0,Moderate
Bengaluru,2016-03-08,44.74,122.4,41.83,1.41,2.82,49.67,135.0,Moderate
Bengaluru,2016-03-09,51.06,150.19,47.14,0.97,4.02,38.62,123.0,Moderate
Bengaluru,2016-03-10,53.1,161.1,43.2,1.51,3.14,35.52,146.0,Moderate
Bengaluru,2016-03-11,60.7,173.24,36.11,1.03,3.61,40.0,155.0,Moderate
Bengaluru,2016-03-12,59.53,163.88,26.64,0.86,3.0,58.17,144.0,Moderate
Bengaluru,2016-03-13,64.29,144.67,21.86,0.57,2.75,68.09,149.0,Moderate
Bengaluru,2016-03-14,67.65,148.74,33.09,0.79,2.95,77.42,158.0,Moderate
Bengaluru,2016-03-15,68.48,144.33,36.46,1.28,2.93,47.78,175.0,Moderate
Bengaluru,2016-03-16,76.33,144.2,39.12,1.19,2.85,98.66,139.0,Moderate
Bengaluru,2016-03-17,72.22,151.36,25.76,0.89,3.24,39.82,145.0,Moderate
Bengaluru,2016-03-18,60.58,194.0,18.32,0.96,2.89,35.81,151.0,Moderate
Bengaluru,2016-03-19,98.29,206.35,32.29,1.22,2.53,33.32,158.0,Moderate
Bengaluru,2016-03-21,121.43,164.52,59.53,0.91,2.47,56.77,264.0,Poor
Bengaluru,2016-03-22,66.36,190.04,62.46,0.98,3.93,43.14,155.0,Moderate
Bengaluru,2016-03-23,29.73,186.28,46.26,0.52,2.38,49.68,137.0,Moderate
Bengaluru,2016-03-24,34.49,180.42,34.43,0.92,3.92,46.87,119.0,Moderate
Bengaluru,2016-03-25,32.59,183.03,28.33,0.9,3.22,55.02,137.0,Moderate
Bengaluru,2016-03-26,56.05,165.97,29.32,2.11,5.56,57.03,149.0,Moderate
Bengaluru,2016-03-27,63.5,175.45,30.19,0.82,5.39,89.88,156.0,Moderate
Bengaluru,2016-03-28,57.92,157.8,35.15,0.86,6.06,48.81,123.0,Moderate
Bengaluru,2016-03-29,48.28,162.1,23.54,0.87,3.42,40.43,118.0,Moderate
Bengaluru,2016-03-30,42.65,142.17,25.51,0.86,4.7,35.06,107.0,Moderate
Bengaluru,2016-03-31,50.78,156.52,32.46,0.82,3.72,44.42,111.0,Moderate
Bengaluru,2016-04-01,49.33,150.05,35.55,0.87,4.51,38.74,106.0,Moderate
Bengaluru,2016-04-02,51.78,159.41,36.29,0.62,2.51,34.73,112.0,Moderate
Bengaluru,2016-04-03,53.54,157.92,26.49,1.0,2.97,34.38,110.0,Moderate
Bengaluru,2016-04-04,54.8,165.25,39.97,0.85,4.65,26.66,114.0,Moderate
Bengaluru,2016-04-05,49.84,215.52,50.15,1.11,4.27,29.98,118.0,Moderate
Bengaluru,2016-04-06,63.16,254.77,52.29,1.18,3.67,43.57,154.0,Moderate
Bengaluru,2016-04-07,46.24,208.97,17.79,1.19,3.17,67.46,179.0,Moderate
Bengaluru,2016-04-08,34.18,318.02,17.37,1.03,2.2,58.76,102.0,Moderate
Bengaluru,2016-04-09,33.01,152.78,38.54,1.13,3.61,53.57,170.0,Moderate
Bengaluru,2016-04-10,31.3,144.68,19.45,1.03,2.75,62.4,112.0,Moderate
Bengaluru,2016-04-11,31.68,159.23,19.05,1.86,2.87,58.82,138.0,Moderate
Bengaluru,2016-04-12,36.98,177.82,14.71,1.25,3.1,74.34,121.0,Moderate
Bengaluru,2016-04-13,36.88,159.45,30.43,0.81,5.44,60.73,118.0,Moderate
Bengaluru,2016-04-14,35.46,224.24,31.64,1.08,3.19,109.97,171.0,Moderate
Bengaluru,2016-04-15,35.31,196.65,18.99,1.07,3.9,76.46,156.0,Moderate
Bengaluru,2016-04-16,34.85,171.26,10.08,1.02,3.06,67.25,140.0,Moderate
Bengaluru,2016-04-17,36.9,145.98,9.89,0.78,2.36,77.75,114.0,Moderate
Bengaluru,2016-04-18,38.81,158.75,16.09,1.37,2.74,49.33,138.0,Moderate
Bengaluru,2016-04-19,34.65,134.47,12.86,1.87,2.71,50.77,137.0,Moderate
Bengaluru,2016-04-20,31.89,160.06,19.53,1.65,3.82,62.54,134.0,Moderate
Bengaluru,2016-04-21,33.61,168.98,13.97,0.64,6.92,65.97,119.0,Moderate
Bengaluru,2016-04-22,34.83,130.54,10.21,0.94,4.09,48.47,98.0,Satisfactory
Bengaluru,2016-04-23,39.01,107.52,19.84,0.98,3.9,49.78,107.0,Moderate
Bengaluru,2016-04-24,39.53,92.73,19.55,2.09,4.16,47.44,150.0,Moderate
Bengaluru,2016-04-25,37.17,103.22,16.25,0.71,3.39,47.77,94.0,Satisfactory
Bengaluru,2016-04-26,39.88,68.46,21.35,0.72,3.74,56.94,85.0,Satisfactory
Bengaluru,2016-04-27,32.59,56.09,22.96,1.53,5.23,43.48,115.0,Moderate
Bengaluru,2016-04-28,47.42,54.05,22.55,0.6,5.65,39.29,74.0,Satisfactory
Bengaluru,2016-04-29,48.78,58.28,23.05,0.67,4.34,47.83,88.0,Satisfactory
Bengaluru,2016-04-30,46.6,59.08,20.19,0.82,4.12,53.75,86.0,Satisfactory
Bengaluru,2016-05-01,35.86,63.4,23.12,0.49,4.17,74.38,87.0,Satisfactory
Bengaluru,2016-05-02,39.87,63.61,28.17,0.62,5.62,68.49,99.0,Satisfactory
Bengaluru,2016-05-03,40.79,63.42,43.48,0.6,4.37,46.14,80.0,Satisfactory
Bengaluru,2016-05-04,57.96,56.57,32.02,0.55,4.58,45.77,102.0,Moderate
Bengaluru,2016-05-05,46.0,58.14,34.28,0.66,7.17,40.96,76.0,Satisfactory
Bengaluru,2016-05-06,23.99,35.12,19.03,1.15,4.1,95.21,59.0,Satisfactory
Bengaluru,2016-05-07,27.21,44.02,34.02,0.69,3.15,53.32,67.0,Satisfactory
Bengaluru,2016-05-08,26.43,42.02,75.84,0.6,2.89,52.09,107.0,Moderate
Bengaluru,2016-05-09,20.46,34.82,26.1,0.6,3.66,58.13,95.0,Satisfactory
Bengaluru,2016-05-10,32.5,230.2,20.91,0.99,4.01,50.62,72.0,Satisfactory
Bengaluru,2016-05-11,57.81,50.58,12.56,0.88,3.11,45.59,91.0,Satisfactory
Bengaluru,2016-05-12,31.19,54.8,14.44,0.67,3.77,54.95,88.0,Satisfactory
Bengaluru,2016-05-13,34.06,45.82,10.89,0.72,4.08,70.86,86.0,Satisfactory
Bengaluru,2016-05-14,33.05,52.87,31.46,0.61,2.78,53.86,78.0,Satisfactory
Bengaluru,2016-05-15,28.39,46.27,11.86,0.46,2.94,41.46,65.0,Satisfactory
Bengaluru,2016-05-16,27.01,39.39,18.35,0.91,4.16,22.93,50.0,Good
Bengaluru,2016-05-17,36.67,42.55,21.65,0.61,3.71,20.18,74.0,Satisfactory
Bengaluru,2016-05-18,27.51,41.15,23.46,0.47,5.04,20.14,47.0,Good
Bengaluru,2016-05-19,28.47,29.97,5.53,0.56,4.42,32.59,46.0,Good
Bengaluru,2016-05-20,22.27,33.48,10.54,0.52,3.81,30.79,48.0,Good
Bengaluru,2016-05-21,42.52,41.96,8.91,0.42,4.46,29.76,35.0,Good
Bengaluru,2016-05-22,152.94,43.16,9.86,1.08,3.36,27.96,83.0,Satisfactory
Bengaluru,2016-05-23,28.65,52.72,11.01,0.78,3.91,32.6,173.0,Moderate
Bengaluru,2016-05-24,25.75,40.98,6.83,0.42,4.91,31.86,50.0,Good
Bengaluru,2016-06-17,33.9,48.51,18.94,0.97,3.39,14.93,28.0,Good
Bengaluru,2016-06-18,31.98,80.7,20.46,3.8,4.05,9.69,156.0,Moderate
Bengaluru,2016-06-19,26.77,105.43,15.29,4.02,4.64,11.99,195.0,Moderate
Bengaluru,2016-06-20,27.61,72.63,21.69,2.12,4.5,10.92,137.0,Moderate
Bengaluru,2016-06-22,29.83,23.86,17.61,0.33,1.79,31.87,77.0,Satisfactory
Bengaluru,2016-06-23,19.0,15.46,16.91,1.61,1.9,53.33,143.0,Moderate
Bengaluru,2016-06-24,15.04,23.51,17.15,5.43,1.73,65.62,181.0,Moderate
Bengaluru,2016-06-27,16.54,48.92,26.15,3.02,2.1,45.27,33.0,Good
Bengaluru,2016-06-28,27.23,34.13,23.71,3.63,1.87,38.45,151.0,Moderate
Bengaluru,2016-06-29,115.98,17.1,24.19,2.48,1.58,39.09,174.0,Moderate
Bengaluru,2016-06-30,13.95,48.92,20.42,3.55,1.86,39.53,154.0,Moderate
Bengaluru,2016-07-01,25.0,35.36,19.59,5.62,1.26,44.86,208.0,Poor
Bengaluru,2016-07-02,31.8,9.93,15.96,6.28,1.1,51.84,192.0,Moderate
Bengaluru,2016-07-03,17.36,30.52,20.82,7.87,1.54,42.29,238.0,Poor
Bengaluru,2016-07-04,19.4,112.27,23.11,4.04,1.86,33.37,160.0,Moderate
Bengaluru,2016-07-05,18.36,57.25,19.9,2.27,2.18,35.67,83.0,Satisfactory
Bengaluru,2016-08-14,21.57,97.04,14.87,3.59,1.75,19.82,38.0,Good
Bengaluru,2016-08-15,14.38,61.19,12.56,3.34,2.31,21.54,49.0,Good
Bengaluru,2016-08-16,101.09,55.19,12.41,0.56,3.03,20.49,71.0,Satisfactory
Bengaluru,2016-08-17,33.05,83.6,16.2,1.59,2.63,20.28,229.0,Poor
Bengaluru,2016-08-18,39.14,63.13,15.46,0.52,2.72,21.74,68.0,Satisfactory
Bengaluru,2016-08-19,41.43,18.46,18.34,0.47,2.87,26.26,64.0,Satisfactory
Bengaluru,2016-08-20,100.39,13.98,21.01,0.49,3.66,26.14,62.0,Satisfactory
Bengaluru,2016-08-21,56.45,11.73,17.24,0.41,2.72,28.1,66.0,Satisfactory
Bengaluru,2016-08-22,35.4,29.35,15.82,0.22,2.88,22.79,45.0,Good
Bengaluru,2016-08-23,43.43,77.31,16.31,0.38,3.06,25.25,66.0,Satisfactory
Bengaluru,2016-08-24,34.99,73.18,17.43,0.41,3.13,23.74,71.0,Satisfactory
Bengaluru,2016-08-25,15.02,62.79,18.74,0.59,4.94,26.6,75.0,Satisfactory
Bengaluru,2016-08-26,29.31,51.59,23.2,0.39,3.39,25.06,62.0,Satisfactory
Bengaluru,2016-08-27,19.65,66.91,22.46,0.55,3.66,25.17,77.0,Satisfactory
Bengaluru,2016-08-28,6.82,58.75,42.15,0.31,4.72,34.16,48.0,Good
Bengaluru,2016-08-29,27.16,59.6,20.93,0.77,4.62,28.48,47.0,Good
Bengaluru,2016-08-30,27.9,33.7,20.47,0.38,3.08,21.22,57.0,Satisfactory
Bengaluru,2016-08-31,35.17,51.69,19.08,0.42,3.7,20.34,49.0,Good
Bengaluru,2016-09-01,37.57,46.28,22.32,0.48,3.72,21.4,57.0,Satisfactory
